strategy,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,VaR (95%),CVaR (95%),Hit Ratio,Skewness,Kurtosis,Average Turnover
DDPG_with_options,2.2312528017687026,0.2726219498565077,0.23193613468198704,1.0891875481277784,1.891058127490422,0.1270534177829416,2.1457270069055188,0.023911197199037323,0.0333474780436241,0.5595432300163132,-0.4966464085252109,4.683272860318066,0.02955577904160999
