strategy,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,VaR (95%),CVaR (95%),Hit Ratio,Skewness,Kurtosis,Average Turnover
PPO_with_options,1.0235264886989013,0.18075658244845472,0.1930190297229666,0.8328535413279352,1.5098859412480736,0.3707448092899584,0.48754986696815905,0.01915438731083908,0.029598283355397395,0.5481758652946679,-0.08591081269031926,4.3186309724835725,0.013947534934731708
